id,departure_city,destination_city,bus_plate,travel_datetime,price,bus_type,available_seats
803,Adana,Mersin,71 ZAE 694,5/28/2026,806.46,2+2 Classic,"1,5,8,12,24"
804,Ankara,Adana,70 HFC 120,5/13/2026,1028.51,2+1 VIP,"1,5,8,12,24"
805,Adana,Antalya,02 GED 934,9/10/2026,1123.75,2+1 VIP,"1,5,8,12,24"
806,Diyarbakir,Istanbul,68 MCE 472,10/9/2026,864.49,2+2 Classic,"1,5,8,12,24"
807,Antalya,Adana,72 KMB 495,8/25/2026,981.14,2+2 Classic,"1,5,8,12,24"
808,Diyarbakir,Diyarbakir,39 YUT 272,9/10/2026,983.57,2+2 Classic,"1,5,8,12,24"
809,Izmir,Diyarbakir,75 SER 249,2/6/2026,764.45,2+2 Classic,"1,5,8,12,24"
810,Bursa,Antalya,62 MVE 681,2/8/2026,1037.98,2+1 VIP,"1,5,8,12,24"
811,Diyarbakir,Gaziantep,35 PGH 961,11/18/2026,857.09,2+1 VIP,"1,5,8,12,24"
812,Ankara,Adana,39 BMU 023,12/7/2026,943.82,2+1 VIP,"1,5,8,12,24"
813,Izmir,Konya,73 UZQ 788,8/16/2026,1016.36,2+1 VIP,"1,5,8,12,24"
814,Izmir,Adana,20 FGW 351,12/28/2026,664.18,2+2 Classic,"1,5,8,12,24"
815,Diyarbakir,Izmir,01 NGX 628,5/2/2026,604.26,2+2 Classic,"1,5,8,12,24"
816,Izmir,Konya,63 WLU 003,11/12/2026,827.87,2+1 VIP,"1,5,8,12,24"
817,Diyarbakir,Istanbul,59 REG 789,10/20/2026,414.94,2+2 Classic,"1,5,8,12,24"
818,Istanbul,Antalya,14 KSA 503,10/9/2026,863.53,2+2 Classic,"1,5,8,12,24"
819,Mersin,Ankara,42 LFT 517,8/4/2026,408.19,2+1 VIP,"1,5,8,12,24"
820,Istanbul,Ankara,02 RHO 340,1/21/2026,1048.9,2+2 Classic,"1,5,8,12,24"
821,Antalya,Istanbul,11 ZKF 265,3/31/2026,1024.07,2+2 Classic,"1,5,8,12,24"
822,Mersin,Adana,48 FCO 192,12/25/2026,797.58,2+1 VIP,"1,5,8,12,24"
823,Bursa,Mersin,70 LUW 346,5/24/2026,669.41,2+1 VIP,"1,5,8,12,24"
824,Ankara,Diyarbakir,87 EQZ 113,10/7/2026,509.38,2+1 VIP,"1,5,8,12,24"
825,Diyarbakir,Mersin,13 FCL 061,4/14/2026,1115.18,2+2 Classic,"1,5,8,12,24"
826,Ankara,Izmir,00 TCP 094,1/2/2026,644.42,2+2 Classic,"1,5,8,12,24"
827,Ankara,Ankara,03 XPW 642,2/19/2026,806.94,2+2 Classic,"1,5,8,12,24"
828,Ankara,Konya,76 MXO 255,3/10/2026,1188.02,2+2 Classic,"1,5,8,12,24"
829,Ankara,Konya,75 IOJ 089,10/21/2026,849.48,2+2 Classic,"1,5,8,12,24"
830,Izmir,Adana,11 KED 487,6/18/2026,602.71,2+1 VIP,"1,5,8,12,24"
831,Konya,Ankara,94 PEW 801,3/15/2026,431.62,2+1 VIP,"1,5,8,12,24"
832,Konya,Ankara,68 NSU 428,6/8/2026,930.22,2+1 VIP,"1,5,8,12,24"
833,Izmir,Antalya,27 BKU 477,6/18/2026,1037.5,2+2 Classic,"1,5,8,12,24"
834,Izmir,Izmir,05 MBL 825,4/8/2026,415.85,2+1 VIP,"1,5,8,12,24"
835,Ankara,Bursa,11 GQG 116,1/3/2026,498.08,2+2 Classic,"1,5,8,12,24"
836,Bursa,Ankara,08 SXA 448,8/7/2026,1109.26,2+1 VIP,"1,5,8,12,24"
837,Konya,Mersin,62 KVM 400,6/29/2026,437.63,2+2 Classic,"1,5,8,12,24"
838,Bursa,Izmir,39 ORY 538,5/4/2026,507.5,2+2 Classic,"1,5,8,12,24"
839,Bursa,Konya,76 QCK 739,8/24/2026,1043.16,2+2 Classic,"1,5,8,12,24"
840,Antalya,Konya,80 RDX 243,5/17/2026,739.12,2+2 Classic,"1,5,8,12,24"
841,Bursa,Istanbul,31 TGC 524,2/15/2026,519.9,2+2 Classic,"1,5,8,12,24"
842,Istanbul,Mersin,85 WEB 097,6/20/2026,995.32,2+2 Classic,"1,5,8,12,24"
843,Bursa,Izmir,93 CZL 226,2/12/2026,1097.72,2+2 Classic,"1,5,8,12,24"
844,Diyarbakir,Konya,99 REN 232,12/13/2026,797.19,2+2 Classic,"1,5,8,12,24"
845,Ankara,Izmir,01 LGX 331,5/5/2026,877.43,2+2 Classic,"1,5,8,12,24"
846,Adana,Istanbul,61 JRK 373,5/4/2026,1122.14,2+1 VIP,"1,5,8,12,24"
847,Izmir,Adana,47 GWG 239,1/19/2026,798.38,2+1 VIP,"1,5,8,12,24"
848,Mersin,Bursa,57 FIB 726,2/16/2026,1193.61,2+2 Classic,"1,5,8,12,24"
849,Istanbul,Mersin,17 ASB 993,2/12/2026,1135.89,2+2 Classic,"1,5,8,12,24"
850,Diyarbakir,Konya,43 SSK 986,7/8/2026,1101.27,2+1 VIP,"1,5,8,12,24"
851,Adana,Istanbul,45 HBS 400,2/18/2026,438.15,2+2 Classic,"1,5,8,12,24"
852,Bursa,Diyarbakir,37 RDZ 093,1/11/2026,408.37,2+2 Classic,"1,5,8,12,24"
853,Gaziantep,Izmir,35 EQR 444,8/8/2026,1125.06,2+2 Classic,"1,5,8,12,24"
854,Konya,Istanbul,53 HYC 326,2/18/2026,1087.55,2+2 Classic,"1,5,8,12,24"
855,Mersin,Gaziantep,29 EWQ 884,4/11/2026,886.26,2+1 VIP,"1,5,8,12,24"
856,Istanbul,Gaziantep,15 ZVA 498,12/1/2026,822.49,2+2 Classic,"1,5,8,12,24"
857,Bursa,Antalya,75 EXQ 232,9/13/2026,487.16,2+2 Classic,"1,5,8,12,24"
858,Istanbul,Gaziantep,88 DTF 752,6/3/2026,815.5,2+1 VIP,"1,5,8,12,24"
859,Ankara,Adana,80 IDO 865,2/7/2026,1181.21,2+2 Classic,"1,5,8,12,24"
860,Adana,Mersin,18 NLU 952,9/13/2026,1119.92,2+1 VIP,"1,5,8,12,24"
861,Istanbul,Bursa,17 CXH 698,12/5/2026,576.68,2+1 VIP,"1,5,8,12,24"
862,Istanbul,Mersin,65 LVM 569,7/26/2026,475.33,2+1 VIP,"1,5,8,12,24"
863,Izmir,Izmir,86 TRM 918,9/26/2026,506.24,2+2 Classic,"1,5,8,12,24"
864,Antalya,Mersin,34 WXC 467,10/25/2026,1043.24,2+2 Classic,"1,5,8,12,24"
865,Adana,Ankara,20 VOC 590,5/12/2026,1001.0,2+1 VIP,"1,5,8,12,24"
866,Gaziantep,Antalya,96 QWN 377,11/4/2026,568.03,2+1 VIP,"1,5,8,12,24"
867,Konya,Ankara,81 PLX 779,4/21/2026,575.82,2+2 Classic,"1,5,8,12,24"
868,Konya,Mersin,56 OMG 418,2/15/2026,815.0,2+1 VIP,"1,5,8,12,24"
869,Istanbul,Diyarbakir,66 SBU 810,9/28/2026,764.17,2+2 Classic,"1,5,8,12,24"
870,Bursa,Mersin,21 ZOO 492,6/26/2026,577.56,2+1 VIP,"1,5,8,12,24"
871,Istanbul,Antalya,89 GTG 583,8/13/2026,656.73,2+2 Classic,"1,5,8,12,24"
872,Konya,Antalya,77 IQU 251,9/9/2026,1188.68,2+1 VIP,"1,5,8,12,24"
873,Adana,Ankara,09 VFH 362,7/4/2026,896.08,2+2 Classic,"1,5,8,12,24"
874,Konya,Antalya,96 QAU 765,7/21/2026,694.39,2+2 Classic,"1,5,8,12,24"
875,Ankara,Mersin,47 HET 278,10/24/2026,885.91,2+2 Classic,"1,5,8,12,24"
876,Bursa,Izmir,70 JWN 564,5/16/2026,675.32,2+2 Classic,"1,5,8,12,24"
877,Adana,Ankara,31 FNI 615,6/21/2026,764.24,2+1 VIP,"1,5,8,12,24"
878,Adana,Antalya,12 CLP 098,1/31/2026,976.71,2+1 VIP,"1,5,8,12,24"
879,Mersin,Adana,04 BPH 558,8/21/2026,877.51,2+1 VIP,"1,5,8,12,24"
880,Mersin,Diyarbakir,43 PER 302,1/15/2026,534.99,2+1 VIP,"1,5,8,12,24"
881,Izmir,Izmir,32 MJR 266,12/30/2026,713.05,2+1 VIP,"1,5,8,12,24"
882,Mersin,Mersin,24 CSV 519,7/5/2026,754.13,2+2 Classic,"1,5,8,12,24"
883,Istanbul,Antalya,58 MML 214,1/18/2026,901.23,2+1 VIP,"1,5,8,12,24"
884,Gaziantep,Diyarbakir,05 CZF 964,6/3/2026,506.96,2+1 VIP,"1,5,8,12,24"
885,Mersin,Mersin,55 SWA 505,8/26/2026,558.52,2+2 Classic,"1,5,8,12,24"
886,Istanbul,Istanbul,07 HII 001,4/12/2026,1129.78,2+1 VIP,"1,5,8,12,24"
887,Izmir,Istanbul,47 GJC 715,10/6/2026,1039.33,2+2 Classic,"1,5,8,12,24"
888,Antalya,Adana,95 FNZ 220,2/9/2026,1180.03,2+2 Classic,"1,5,8,12,24"
889,Mersin,Antalya,16 KZQ 305,9/6/2026,871.94,2+2 Classic,"1,5,8,12,24"
890,Konya,Ankara,65 PQN 671,6/27/2026,854.46,2+2 Classic,"1,5,8,12,24"
891,Gaziantep,Istanbul,25 DBP 182,11/7/2026,831.71,2+2 Classic,"1,5,8,12,24"
892,Konya,Diyarbakir,81 SVQ 219,5/9/2026,436.03,2+2 Classic,"1,5,8,12,24"
893,Mersin,Ankara,11 UCX 780,2/10/2026,1071.36,2+2 Classic,"1,5,8,12,24"
894,Mersin,Izmir,47 LGA 397,8/13/2026,874.64,2+2 Classic,"1,5,8,12,24"
895,Mersin,Mersin,51 VDE 883,7/8/2026,892.53,2+1 VIP,"1,5,8,12,24"
896,Diyarbakir,Antalya,44 EXW 466,1/29/2026,1081.53,2+1 VIP,"1,5,8,12,24"
897,Izmir,Bursa,50 BYE 175,12/5/2026,753.91,2+2 Classic,"1,5,8,12,24"
898,Istanbul,Adana,64 IFS 710,1/4/2026,580.32,2+2 Classic,"1,5,8,12,24"
899,Konya,Ankara,72 XHG 028,6/23/2026,401.4,2+2 Classic,"1,5,8,12,24"
900,Adana,Bursa,60 EJM 112,11/4/2026,426.79,2+1 VIP,"1,5,8,12,24"
901,Bursa,Antalya,69 WZE 869,3/6/2026,1109.15,2+2 Classic,"1,5,8,12,24"
902,Gaziantep,Mersin,02 PEN 366,10/8/2026,848.75,2+2 Classic,"1,5,8,12,24"
903,Gaziantep,Izmir,38 LMJ 377,4/24/2026,1155.77,2+2 Classic,"1,5,8,12,24"
904,Ankara,Mersin,74 LVF 975,7/29/2026,783.16,2+1 VIP,"1,5,8,12,24"
905,Bursa,Antalya,97 VQE 361,9/13/2026,750.92,2+1 VIP,"1,5,8,12,24"
906,Antalya,Gaziantep,02 WJC 046,4/15/2026,533.52,2+1 VIP,"1,5,8,12,24"
907,Izmir,Antalya,53 GDA 545,5/14/2026,632.81,2+1 VIP,"1,5,8,12,24"
908,Antalya,Antalya,20 JOK 917,2/27/2026,824.52,2+1 VIP,"1,5,8,12,24"
909,Gaziantep,Izmir,79 YUQ 579,7/15/2026,1046.44,2+1 VIP,"1,5,8,12,24"
910,Adana,Antalya,13 JYU 215,8/24/2026,603.6,2+2 Classic,"1,5,8,12,24"
911,Antalya,Antalya,53 YJU 671,3/5/2026,957.04,2+1 VIP,"1,5,8,12,24"
912,Konya,Istanbul,56 WQE 225,4/28/2026,950.21,2+2 Classic,"1,5,8,12,24"
913,Izmir,Ankara,21 RQO 689,3/16/2026,671.14,2+1 VIP,"1,5,8,12,24"
914,Izmir,Istanbul,44 WYW 834,7/2/2026,1184.35,2+2 Classic,"1,5,8,12,24"
915,Bursa,Izmir,46 VEE 465,5/31/2026,732.54,2+1 VIP,"1,5,8,12,24"
916,Mersin,Izmir,23 ZDK 296,6/14/2026,401.27,2+1 VIP,"1,5,8,12,24"
917,Gaziantep,Gaziantep,45 DEU 542,12/25/2026,1101.6,2+2 Classic,"1,5,8,12,24"
918,Mersin,Ankara,38 KIT 946,7/18/2026,419.07,2+1 VIP,"1,5,8,12,24"
919,Izmir,Istanbul,00 NXK 430,10/6/2026,523.58,2+1 VIP,"1,5,8,12,24"
920,Izmir,Antalya,65 PPJ 137,6/7/2026,1098.77,2+1 VIP,"1,5,8,12,24"
921,Gaziantep,Ankara,23 HZH 645,1/2/2026,548.94,2+2 Classic,"1,5,8,12,24"
922,Gaziantep,Mersin,91 FIX 779,4/16/2026,1174.61,2+1 VIP,"1,5,8,12,24"
923,Antalya,Izmir,05 VTD 340,9/7/2026,520.28,2+1 VIP,"1,5,8,12,24"
924,Bursa,Diyarbakir,07 UAX 589,4/7/2026,1101.27,2+1 VIP,"1,5,8,12,24"
925,Adana,Bursa,73 NVC 055,6/22/2026,635.43,2+2 Classic,"1,5,8,12,24"
926,Gaziantep,Izmir,60 IXE 901,2/26/2026,906.12,2+1 VIP,"1,5,8,12,24"
927,Bursa,Izmir,95 QHZ 336,8/5/2026,888.55,2+2 Classic,"1,5,8,12,24"
928,Diyarbakir,Bursa,05 WCY 002,4/24/2026,572.87,2+1 VIP,"1,5,8,12,24"
929,Ankara,Mersin,64 RXV 869,11/2/2026,532.12,2+1 VIP,"1,5,8,12,24"
930,Bursa,Istanbul,21 GCG 258,11/15/2026,671.22,2+1 VIP,"1,5,8,12,24"
931,Gaziantep,Antalya,61 WDX 427,10/20/2026,644.25,2+1 VIP,"1,5,8,12,24"
932,Ankara,Antalya,91 EXV 741,3/18/2026,741.08,2+1 VIP,"1,5,8,12,24"
933,Izmir,Adana,57 ZGF 928,1/12/2026,1098.78,2+2 Classic,"1,5,8,12,24"
934,Mersin,Istanbul,21 YSM 620,3/23/2026,673.0,2+1 VIP,"1,5,8,12,24"
935,Adana,Gaziantep,37 FJB 020,6/29/2026,772.29,2+1 VIP,"1,5,8,12,24"
936,Izmir,Izmir,45 SVC 725,12/6/2026,933.58,2+1 VIP,"1,5,8,12,24"
937,Gaziantep,Konya,43 PAE 599,9/8/2026,570.71,2+2 Classic,"1,5,8,12,24"
938,Konya,Bursa,93 BAP 186,3/19/2026,934.77,2+1 VIP,"1,5,8,12,24"
939,Gaziantep,Ankara,90 RPF 105,11/11/2026,588.16,2+1 VIP,"1,5,8,12,24"
940,Izmir,Antalya,28 KOG 816,1/3/2026,462.81,2+1 VIP,"1,5,8,12,24"
941,Diyarbakir,Bursa,35 PJP 273,8/6/2026,1094.6,2+1 VIP,"1,5,8,12,24"
942,Mersin,Konya,01 QPK 578,12/22/2026,742.07,2+2 Classic,"1,5,8,12,24"
943,Konya,Ankara,95 NOM 429,4/9/2026,951.16,2+1 VIP,"1,5,8,12,24"
944,Antalya,Ankara,09 BDN 124,12/17/2026,426.08,2+1 VIP,"1,5,8,12,24"
945,Mersin,Izmir,44 IRC 592,10/29/2026,559.8,2+2 Classic,"1,5,8,12,24"
946,Ankara,Adana,73 YNE 014,11/14/2026,560.15,2+2 Classic,"1,5,8,12,24"
947,Mersin,Izmir,48 GPT 776,9/11/2026,1051.8,2+1 VIP,"1,5,8,12,24"
948,Antalya,Istanbul,78 GSU 025,12/17/2026,1001.55,2+1 VIP,"1,5,8,12,24"
949,Mersin,Bursa,83 NTM 851,9/27/2026,675.87,2+1 VIP,"1,5,8,12,24"
950,Adana,Diyarbakir,33 RQO 514,6/15/2026,1163.02,2+1 VIP,"1,5,8,12,24"
951,Adana,Adana,04 ZJF 292,9/6/2026,1028.84,2+2 Classic,"1,5,8,12,24"
952,Adana,Mersin,77 HOB 157,10/12/2026,599.93,2+2 Classic,"1,5,8,12,24"
953,Ankara,Izmir,29 LBT 966,8/6/2026,1033.47,2+1 VIP,"1,5,8,12,24"
954,Bursa,Ankara,20 DFI 017,11/16/2026,915.21,2+1 VIP,"1,5,8,12,24"
955,Ankara,Gaziantep,85 ZVR 713,3/30/2026,719.97,2+1 VIP,"1,5,8,12,24"
956,Ankara,Bursa,79 NWO 648,11/11/2026,900.49,2+1 VIP,"1,5,8,12,24"
957,Mersin,Antalya,33 SCM 917,7/26/2026,730.03,2+2 Classic,"1,5,8,12,24"
958,Bursa,Antalya,42 QHZ 332,8/2/2026,1116.26,2+1 VIP,"1,5,8,12,24"
959,Mersin,Adana,47 JZS 324,10/23/2026,584.82,2+1 VIP,"1,5,8,12,24"
960,Izmir,Bursa,14 JVY 926,5/18/2026,758.94,2+1 VIP,"1,5,8,12,24"
961,Izmir,Antalya,05 NRC 212,11/18/2026,638.11,2+2 Classic,"1,5,8,12,24"
962,Antalya,Konya,50 HLV 418,2/27/2026,921.46,2+1 VIP,"1,5,8,12,24"
963,Ankara,Istanbul,66 RMN 051,8/8/2026,1031.39,2+1 VIP,"1,5,8,12,24"
964,Antalya,Istanbul,29 NUO 088,4/6/2026,740.34,2+1 VIP,"1,5,8,12,24"
965,Istanbul,Antalya,01 TRX 179,5/29/2026,958.16,2+1 VIP,"1,5,8,12,24"
966,Izmir,Adana,61 TJM 501,10/2/2026,1020.22,2+1 VIP,"1,5,8,12,24"
967,Konya,Ankara,70 RQO 566,12/18/2026,786.36,2+2 Classic,"1,5,8,12,24"
968,Istanbul,Antalya,81 EPK 785,4/15/2026,1023.36,2+2 Classic,"1,5,8,12,24"
969,Ankara,Ankara,79 XGT 141,10/30/2026,792.47,2+1 VIP,"1,5,8,12,24"
970,Bursa,Mersin,67 OBY 417,2/4/2026,1000.72,2+2 Classic,"1,5,8,12,24"
971,Adana,Antalya,38 OHB 998,6/8/2026,415.63,2+2 Classic,"1,5,8,12,24"
972,Bursa,Konya,23 CPU 764,10/31/2026,1076.44,2+1 VIP,"1,5,8,12,24"
973,Izmir,Antalya,26 EIQ 675,4/1/2026,1131.08,2+2 Classic,"1,5,8,12,24"
974,Konya,Adana,07 DAU 673,3/11/2026,979.08,2+2 Classic,"1,5,8,12,24"
975,Konya,Antalya,72 TVL 307,3/2/2026,912.48,2+1 VIP,"1,5,8,12,24"
976,Bursa,Adana,45 ZGA 393,9/25/2026,770.71,2+2 Classic,"1,5,8,12,24"
977,Adana,Bursa,04 SGG 788,5/7/2026,486.57,2+2 Classic,"1,5,8,12,24"
978,Izmir,Diyarbakir,10 CHK 114,12/25/2026,1160.92,2+1 VIP,"1,5,8,12,24"
979,Ankara,Izmir,45 XTS 874,6/23/2026,1175.56,2+2 Classic,"1,5,8,12,24"
980,Antalya,Antalya,83 VHL 111,6/3/2026,673.17,2+2 Classic,"1,5,8,12,24"
981,Konya,Istanbul,10 TLA 664,1/12/2026,743.24,2+1 VIP,"1,5,8,12,24"
982,Konya,Diyarbakir,72 EVE 876,10/21/2026,529.12,2+1 VIP,"1,5,8,12,24"
983,Izmir,Adana,84 HTC 110,2/3/2026,868.21,2+2 Classic,"1,5,8,12,24"
984,Mersin,Mersin,59 JRJ 427,4/2/2026,430.32,2+2 Classic,"1,5,8,12,24"
985,Mersin,Konya,31 KEU 213,4/7/2026,598.12,2+2 Classic,"1,5,8,12,24"
986,Gaziantep,Konya,89 BTE 956,7/13/2026,463.58,2+2 Classic,"1,5,8,12,24"
987,Diyarbakir,Istanbul,27 FEP 819,2/8/2026,936.78,2+2 Classic,"1,5,8,12,24"
988,Konya,Konya,52 RUD 010,1/19/2026,500.72,2+2 Classic,"1,5,8,12,24"
989,Istanbul,Konya,14 HEQ 496,4/25/2026,706.04,2+1 VIP,"1,5,8,12,24"
990,Konya,Istanbul,84 QUO 767,1/26/2026,453.56,2+2 Classic,"1,5,8,12,24"
991,Adana,Bursa,31 HVJ 313,12/24/2026,1159.38,2+1 VIP,"1,5,8,12,24"
992,Diyarbakir,Izmir,08 IRF 956,3/4/2026,1062.61,2+2 Classic,"1,5,8,12,24"
993,Konya,Antalya,86 CKT 587,12/12/2026,639.78,2+2 Classic,"1,5,8,12,24"
994,Gaziantep,Gaziantep,66 LPI 011,1/12/2026,1199.83,2+2 Classic,"1,5,8,12,24"
995,Mersin,Diyarbakir,62 ZWE 429,5/10/2026,1018.43,2+1 VIP,"1,5,8,12,24"
996,Izmir,Izmir,39 YHM 510,8/21/2026,555.89,2+2 Classic,"1,5,8,12,24"
997,Istanbul,Gaziantep,51 UJE 722,8/4/2026,566.74,2+1 VIP,"1,5,8,12,24"
998,Ankara,Izmir,24 LGE 833,5/19/2026,655.29,2+2 Classic,"1,5,8,12,24"
999,Antalya,Gaziantep,41 USS 268,11/17/2026,402.52,2+2 Classic,"1,5,8,12,24"
1000,Antalya,Mersin,63 AXP 134,6/12/2026,694.88,2+1 VIP,"1,5,8,12,24"
